iso3,country,UNregion,r,g0,g0_year,vdem_year,delta_g_per_capita,population,total_deficit_usd,rank_by_total_deficit,rank_by_r_lowest,undernourish_pct,poverty_215_pct,has_gdp,has_socio,data_notes
AUT,Austria,Western Europe,0.7777777777777777,58268.8787651601,2026,2024,647.431986279557,9177982.0,5942119116.298021,44,162,2.5,0.5,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
ETH,Ethiopia,Eastern Africa,0.2222222222222222,1133.88279681719,2026,2024,44.09544209844628,132059767.0,5823233809.282806,45,76,19.7,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
KWT,Kuwait,Western Asia,0.3333333333333333,32717.7186631255,2026,2024,1090.5906221041835,4897263.0,5340909101.7778,46,89,2.5,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
CHE,Switzerland,Western Europe,0.8888888888888888,103998.186685604,2026,2024,577.7677038089114,9005582.0,5203134433.602864,47,174,2.5,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
UZB,Uzbekistan,Central Asia,0.1111111111111111,3161.70010632875,2026,2024,140.52000472572223,36361859.0,5109568598.516046,48,59,2.5,2.7,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
GTM,Guatemala,Central America,0.1111111111111111,6150.02571438505,2026,2024,273.3344761948911,18406359.0,5031092495.92012,49,59,11.8,9.7,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
MAR,Morocco,Northern Africa,0.4444444444444444,4153.1943359375,2026,2024,115.36650933159723,38081173.0,4393292000.262669,50,120,7.0,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
GRC,Greece,Southern Europe,0.6666666666666667,24626.1481858973,2026,2024,410.4358030982882,10405134.0,4270639529.635304,51,156,2.5,0.6,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
OMN,Oman,Western Asia,0.2222222222222222,20285.2272897377,2026,2024,788.8699501564662,5281538.0,4166446618.809482,52,76,5.9,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
ECU,Ecuador,South America,0.3333333333333333,6874.705739766,2026,2024,229.15685799220006,18135478.0,4155869156.6666684,53,89,12.1,7.3,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
KEN,Kenya,Eastern Africa,0.3333333333333333,2132.43452097647,2026,2024,71.08115069921568,56432944.0,4011318596.8643994,54,89,36.8,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
BLR,Belarus,Eastern Europe,0.0,8317.63399913792,2026,2024,415.881699956896,9132629.0,3798093273.5956473,55,1,2.5,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
AZE,Azerbaijan,Western Asia,0.0,7283.8499076179,2026,2024,364.192495380895,10202830.0,3715794117.647057,56,1,2.5,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
HUN,Hungary,Eastern Europe,0.6666666666666666,23292.3263882478,2026,2024,388.20543980413004,9562065.0,3712045648.760679,57,148,2.5,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
MMR,Myanmar,South-eastern Asia,0.0,1359.05001560107,2026,2024,67.95250078005351,54500091.0,3703417476.1904874,58,1,5.4,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
DOM,Dominican Republic,Caribbean,0.4444444444444444,10875.6618443092,2026,2024,302.1017178974778,11427557.0,3452284601.0713477,59,120,3.6,0.8,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
AGO,Angola,Middle Africa,0.3333333333333333,2665.87444776753,2026,2024,88.86248159225102,37885849.0,3366630559.3693013,60,89,22.5,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
LKA,Sri Lanka,Southern Asia,0.3333333333333333,4515.56787322732,2026,2024,150.51892910757735,21916000.0,3298772850.3216653,61,89,7.4,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
COD,DR Congo,Middle Africa,0.1111111111111111,649.383338556725,2026,2024,28.861481713632223,109276265.0,3153874924.031529,62,59,38.5,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
BGR,Bulgaria,Eastern Europe,0.4444444444444444,17596.0173663521,2026,2024,488.7782601764473,6441421.0,3148426549.4440312,63,120,2.5,1.0,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
CIV,Côte d'Ivoire,Western Africa,0.3333333333333333,2727.8935220697,2026,2024,90.92978406899002,31934230.0,2903772638.309463,64,89,11.1,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
TKM,Turkmenistan,Central Asia,0.0,6856.65802730208,2026,2024,342.832901365104,7494498.0,2569360493.6149693,65,1,4.3,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
SRB,Serbia,Southern Europe,0.4444444444444444,13679.2065983557,2026,2024,379.97796106543615,6586476.0,2502715721.0864296,66,120,2.5,1.1,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
SDN,Sudan,Northern Africa,0.0,984.607666015625,2026,2024,49.230383300781256,50448963.0,2483621785.6169314,67,1,,,True,False,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
BOL,Bolivia,South America,0.1111111111111111,4421.16609889999,2026,2024,196.49627106222178,12413315.0,2439170109.0207434,68,59,21.8,2.1,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
LBY,Libya,Northern Africa,0.0,6569.16408678648,2026,2024,328.458204339324,7381023.0,2424357560.7672505,69,1,16.5,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
CMR,Cameroon,Middle Africa,0.1111111111111111,1830.00833684727,2026,2024,81.33370385987867,29123744.0,2368741969.786918,70,59,4.8,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
BHR,Bahrain,Western Asia,0.0,29653.5682731534,2026,2024,1482.67841365767,1588670.0,2355486715.4255304,71,1,,,True,False,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
SVK,Slovakia,Eastern Europe,0.6666666666666667,25992.6748502048,2026,2024,433.21124750341323,5422069.0,2348901275.539584,72,156,3.1,0.5,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
KHM,Cambodia,South-eastern Asia,0.0,2627.87969756224,2026,2024,131.393984878112,17638801.0,2317632351.862027,73,1,5.2,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
UGA,Uganda,Eastern Africa,0.2222222222222222,1077.91278452817,2026,2024,41.91883050942884,50015092.0,2096574164.4614902,74,76,22.0,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
CZE,Czechia,Eastern Europe,0.8888888888888888,31823.3078290564,2026,2024,176.796154605869,10905028.0,1927967016.2693303,75,174,2.5,0.0,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
GHA,Ghana,Western Africa,0.5555555555555556,2390.77237652715,2026,2024,53.12827503393667,34427414.0,1829069119.6992016,76,134,6.3,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
TZA,Tanzania,Eastern Africa,0.5555555555555556,1186.71691894531,2026,2024,26.371487087673557,68560157.0,1808033295.0543718,77,134,20.2,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
JOR,Jordan,Western Asia,0.3333333333333333,4618.09592498567,2026,2024,153.93653083285568,11552876.0,1778409652.5821583,78,89,14.3,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
SLV,El Salvador,Central America,0.0,5579.65969165029,2026,2024,278.9829845825145,6338193.0,1768248000.0000014,79,1,6.7,4.6,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
PRT,Portugal,Southern Europe,0.8888888888888888,29292.242104753,2026,2024,162.73467835973898,10694681.0,1740395472.6950116,80,174,2.5,0.4,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
HND,Honduras,Central America,0.1111111111111111,3426.43483328923,2026,2024,152.28599259063245,10825703.0,1648602926.8463874,81,59,14.8,15.7,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
ZWE,Zimbabwe,Eastern Africa,0.2222222222222222,2497.20332208763,2026,2024,97.11346252563006,16634373.0,1615421558.9728525,82,76,19.7,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
PRY,Paraguay,South America,0.3333333333333333,6416.09708970845,2026,2024,213.8699029902817,6929153.0,1481937279.9148195,83,89,5.2,2.1,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
NZL,New Zealand,Australia and New Zealand,0.8888888888888888,49205.1792146792,2026,2024,273.3621067482179,5287500.0,1445402139.4312022,84,174,2.5,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
PAN,Panama,Central America,0.6666666666666666,19161.2188501596,2026,2024,319.35364750266007,4515577.0,1442065985.5291193,85,148,5.7,3.1,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
NPL,Nepal,Southern Asia,0.3333333333333333,1447.31004458428,2026,2024,48.24366815280934,29651054.0,1430475609.55703,86,89,5.3,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
GIN,Guinea,Western Africa,0.0,1694.95375862193,2026,2024,84.74768793109651,14754785.0,1250433914.6704237,87,1,11.4,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
TUN,Tunisia,Northern Africa,0.5555555555555556,4181.13789301228,2026,2024,92.9141754002729,12277109.0,1140717459.0342689,88,134,3.0,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
MOZ,Mozambique,Eastern Africa,0.0,656.776824637306,2026,2024,32.8388412318653,34631766.0,1137267065.253111,89,1,21.8,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
HTI,Haiti,Caribbean,0.1111111111111111,2142.62330526788,2026,2024,95.22770245635022,11772557.0,1121073555.1464229,90,59,54.2,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
PNG,Papua New Guinea,Melanesia,0.3333333333333333,3006.70564478923,2026,2024,100.22352149297436,10576502.0,1060014275.5174862,91,89,28.7,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
HRV,Croatia,Southern Europe,0.7777777777777777,24050.4397933135,2026,2024,267.2271088145946,3866200.0,1033153448.0989857,92,162,2.5,0.3,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
NIC,Nicaragua,Central America,0.0,2847.53966339498,2026,2024,142.376983169749,6916140.0,984699148.3796278,93,1,,,True,False,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
TCD,Chad,Middle Africa,0.0,961.55975562506,2026,2024,48.077987781253,20299123.0,975940987.5641518,94,1,32.0,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
GEO,Georgia,Western Asia,0.4444444444444444,9241.49122313713,2026,2024,256.708089531587,3699557.0,949706209.5832094,95,120,2.5,4.2,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
LTU,Lithuania,Northern Europe,0.7777777777777777,29384.0189598663,2026,2024,326.48909955407015,2888278.0,942991283.4818306,96,162,2.5,1.1,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
SEN,Senegal,Western Africa,0.4444444444444444,1773.21829923448,2026,2024,49.25606386762445,18501984.0,911334905.5817657,97,120,5.1,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
BFA,Burkina Faso,Western Africa,0.2222222222222222,981.992649769081,2026,2024,38.18860304657537,23548781.0,899295049.8397362,98,76,13.1,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
MLI,Mali,Western Africa,0.3333333333333333,1094.61949265799,2026,2024,36.487316421933,24478595.0,893158241.3293471,99,89,12.3,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
AFG,Afghanistan,Southern Asia,0.0,413.757894705303,2026,2024,20.68789473526515,42647492.0,882286825.2190626,100,1,28.1,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
TTO,Trinidad and Tobago,Caribbean,0.3333333333333333,18733.4110406494,2026,2024,624.4470346883135,1368333.0,854451484.316164,101,89,11.2,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
ZMB,Zambia,Eastern Africa,0.3333333333333333,1187.10943350064,2026,2024,39.57031445002134,21314956.0,843439511.4083691,102,89,37.2,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
LAO,Laos,South-eastern Asia,0.0,2123.97909415109,2026,2024,106.1989547075545,7769819.0,825146656.0668964,103,1,,7.1,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
SVN,Slovenia,Southern Europe,0.7777777777777777,34301.0318686594,2026,2024,381.12257631843795,2127400.0,810800168.8598449,104,162,2.5,0.0,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
BHS,Bahamas,Caribbean,0.0,39455.4466548546,2026,2024,1972.77233274273,401283.0,791640000.000001,105,1,,,True,False,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
COG,Congo Republic,Middle Africa,0.0,2482.2489948456,2026,2024,124.11244974228,6332961.0,785999303.8323194,106,1,26.4,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
MDG,Madagascar,Eastern Africa,0.1111111111111111,544.987501003384,2026,2024,24.22166671126151,31964956.0,774244510.6721388,107,59,39.5,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
BRN,Brunei Darussalam,South-eastern Asia,0.0,33153.4738913513,2026,2024,1657.673694567565,462721.0,767040429.6239983,108,1,,,True,False,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
JAM,Jamaica,Caribbean,0.3333333333333333,7753.8006955432,2026,2024,258.4600231847734,2839175.0,733813236.325629,109,89,7.7,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
ARM,Armenia,Western Asia,0.4444444444444444,8556.21406956719,2026,2024,237.67261304353306,3033500.0,720979871.6675576,110,120,2.5,0.8,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
RWA,Rwanda,Eastern Africa,0.0,999.65456165547,2026,2024,49.982728082773505,14256567.0,712582111.754842,111,1,24.4,38.6,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
TJK,Tajikistan,Central Asia,0.0,1341.20229027672,2026,2024,67.06011451383601,10590927.0,710228777.4276778,112,1,8.4,6.1,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
LBN,Lebanon,Western Asia,0.3333333333333333,3477.72489842684,2026,2024,115.92416328089469,5805962.0,673051286.89067,113,89,8.7,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
NER,Niger,Western Africa,0.3333333333333333,735.270255787226,2026,2024,24.509008526240873,27032412.0,662537616.1928561,114,89,12.9,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
BIH,Bosnia and Herzegovina,Southern Europe,0.5555555555555556,9358.78768951134,2026,2024,207.97305976691868,3164253.0,658079378.2866517,115,134,2.5,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
BWA,Botswana,Southern Africa,0.3333333333333333,7695.75319445165,2026,2024,256.5251064817217,2521139.0,646735450.4302214,116,89,24.0,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
GNQ,Equatorial Guinea,Middle Africa,0.0,6745.40013244916,2026,2024,337.270006622458,1892516.0,638288883.8531078,117,1,,,True,False,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
ALB,Albania,Southern Europe,0.5555555555555556,11377.7757431099,2026,2024,252.83946095799777,2377128.0,601031762.1481633,118,134,5.4,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
CYP,Cyprus,Western Asia,0.7777777777777777,38674.29296875,2026,2024,429.71436631944465,1358282.0,583673288.9131079,119,162,2.5,0.0,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
KGZ,Kyrgyzstan,Central Asia,0.3333333333333333,2420.18542283831,2026,2024,80.67284742794368,7221868.0,582608655.3087487,120,89,5.1,2.2,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
MUS,Mauritius,Eastern Africa,0.2222222222222222,11990.7798944837,2026,2024,466.30810700769945,1245779.0,580916847.2399448,121,76,8.7,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
GAB,Gabon,Middle Africa,0.4444444444444444,8230.04311451151,2026,2024,228.61230873643086,2538952.0,580435678.4909786,122,120,25.3,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
MKD,North Macedonia,Southern Europe,0.3333333333333333,9291.85661671864,2026,2024,309.7285538906214,1824359.0,565056074.8473402,123,89,2.5,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
MCO,Monaco,Western Europe,0.0,288001.433369041,2026,2024,14400.071668452052,38631.0,556289168.6239712,124,1,,,True,False,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
GUY,Guyana,South America,0.5555555555555556,29675.2443873316,2026,2024,659.4498752740355,831087.0,548060218.4918724,125,134,2.5,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
TGO,Togo,Western Africa,0.0,1119.38160509429,2026,2024,55.969080254714505,9515236.0,532559007.32654864,126,1,9.1,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
SOM,Somalia,Eastern Africa,0.1111111111111111,629.538899449007,2026,2024,27.979506642178087,19009151.0,531866666.6666662,127,59,53.2,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
CRI,Costa Rica,Central America,0.8888888888888888,18587.1532203482,2026,2024,103.26196233526782,5129910.0,529724573.20331377,128,174,2.5,1.3,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
MNG,Mongolia,Eastern Asia,0.5555555555555556,6750.6301157724,2026,2024,150.01400257272002,3524788.0,528767556.1002926,129,134,2.5,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
MRT,Mauritania,Western Africa,0.1111111111111111,2110.12036938187,2026,2024,93.78312752808313,5169395.0,484802030.5280353,130,59,8.7,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
BEN,Benin,Western Africa,0.5555555555555556,1485.38018885134,2026,2024,33.008448641140895,14462724.0,477392082.3649958,131,134,14.3,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
LIE,Liechtenstein,Western Europe,0.0,206780.590353385,2026,2024,10339.02951766925,40450.0,418213743.9897212,132,1,,,True,False,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
MWI,Malawi,Eastern Africa,0.3333333333333333,522.570393642547,2026,2024,17.419013121418235,21655286.0,377213710.9820646,133,89,21.4,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
NAM,Namibia,Southern Africa,0.5555555555555556,4413.12752211572,2026,2024,98.06950049146046,3030131.0,297163433.59368956,134,134,18.1,,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
MLT,Malta,Southern Europe,0.7777777777777777,43898.5781808597,2026,2024,487.7619797873303,568847.0,277461938.91608346,135,162,2.5,0.4,True,True,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
MDV,Maldives,Southern Asia,0.3333333333333333,13379.3513577224,2026,2024,445.9783785907468,527799.0,235386942.24181756,136,89,,,True,False,"R from 8 V-Dem components (crosswalk, year=2024) + real WB socio #9 + 2026-fresh G0 (GDP is the more dynamic variable). See docs/indicator_crosswalk.md"
